MainVertexSeq,VertexID,X,Y,Z,VertexDepth,MeshScalar
135,3677,9.64222,37.3776,-10.2676,1,99.3333
135,3688,10.323,37.6719,-9.59105,1,102
135,3879,9.02063,37.984,-8.89041,1,98.3333
135,3881,11.001,37.9846,-8.92446,2,101
135,3689,11.2948,37.6847,-9.64028,1,101.667
135,3882,11.975,37.9949,-8.98635,1,100.167
135,4081,10.6857,38.3087,-8.23349,1,99.6667
135,4082,11.6674,38.3112,-8.26708,1,98.8333
135,4080,9.69497,38.3124,-8.22588,2,98.5
135,4079,8.69652,38.3269,-8.22482,1,98.5
135,4094,9.38293,38.6551,-7.56568,1,100.333
135,4095,10.37,38.6445,-7.55765,1,99.3333
136,3943,7.50712,3.44235,-7.7307,0,109.2
136,3943,7.50712,3.44235,-7.7307,3,109.2
136,3942,8.02941,2.99025,-7.24099,2,111
136,3941,8.2987,3.45182,-8.22764,1,107.625
136,3945,9.01943,2.93887,-7.73785,1,112
136,4146,7.17225,3.23654,-7.17322,1,108.4
136,4147,7.01789,2.90902,-6.45529,1,109.714
136,4149,7.84862,2.61266,-6.37738,1,109.833
136,4150,8.8497,2.57097,-6.88389,1,109.714
136,3952,6.59138,3.67675,-7.54642,2,109.571
136,3951,7.26911,3.86764,-8.2684,1,108.167
136,3948,6.3945,4.16861,-8.18485,1,111.5
136,3949,5.69992,3.93217,-7.38582,1,114.167
136,4148,6.53317,3.3102,-6.9001,1,108.6
136,4156,5.77414,3.55758,-6.82339,1,109.167
137,3951,7.26911,3.86764,-8.2684,0,108.167
137,3951,7.26911,3.86764,-8.2684,3,108.167
137,3948,6.3945,4.16861,-8.18485,2,111.5
